layer_id	layer_name	comp_time	comm_size
0	attention	1427008	0
0	moe	992118	667484160
1	attention	1427008	0
1	moe	992118	667484160
2	attention	1427008	0
2	moe	992118	667484160
3	attention	697038	0
3	moe	992118	667484160
4	attention	1427008	0
4	moe	992118	667484160
5	attention	1427008	0
5	moe	992118	667484160
6	attention	1427008	0
6	moe	992118	667484160
7	attention	697038	0
7	moe	992118	667484160
8	attention	1427008	0
8	moe	992118	667484160
9	attention	1427008	0
9	moe	992118	667484160
10	attention	1427008	0
10	moe	992118	667484160
11	attention	697038	0
11	moe	992118	667484160
12	attention	1427008	0
12	moe	992118	667484160
13	attention	1427008	0
13	moe	992118	667484160
14	attention	1427008	0
14	moe	992118	667484160
15	attention	697038	0
15	moe	992118	667484160
16	attention	1427008	0
16	moe	992118	667484160
17	attention	1427008	0
17	moe	992118	667484160
18	attention	1427008	0
18	moe	992118	667484160
19	attention	697038	0
19	moe	992118	667484160
20	attention	1427008	0
20	moe	992118	667484160
21	attention	1427008	0
21	moe	992118	667484160
22	attention	1427008	0
22	moe	992118	667484160
23	attention	697038	0
23	moe	992118	667484160
24	attention	1427008	0
24	moe	992118	667484160
25	attention	1427008	0
25	moe	992118	667484160
26	attention	1427008	0
26	moe	992118	667484160
27	attention	697038	0
27	moe	992118	667484160
28	attention	1427008	0
28	moe	992118	667484160
29	attention	1427008	0
29	moe	992118	667484160
30	attention	1427008	0
30	moe	992118	667484160
31	attention	697038	0
31	moe	992118	667484160
32	attention	1427008	0
32	moe	992118	667484160
33	attention	1427008	0
33	moe	992118	667484160
34	attention	1427008	0
34	moe	992118	667484160
35	attention	697038	0
35	moe	992118	667484160
36	attention	1427008	0
36	moe	992118	667484160
37	attention	1427008	0
37	moe	992118	667484160
38	attention	1427008	0
38	moe	992118	667484160
39	attention	697038	0
39	moe	992118	667484160
40	attention	1427008	0
40	moe	992118	667484160
41	attention	1427008	0
41	moe	992118	667484160
42	attention	1427008	0
42	moe	992118	667484160
43	attention	697038	0
43	moe	992118	667484160
44	attention	1427008	0
44	moe	992118	667484160
45	attention	1427008	0
45	moe	992118	667484160
46	attention	1427008	0
46	moe	992118	667484160
47	attention	697038	0
47	moe	992118	667484160
