layer_id	layer_name	comp_time	comm_size
0	attention	1826607	0
0	moe	1279890	858193920
1	attention	1826607	0
1	moe	1279890	858193920
2	attention	1826607	0
2	moe	1279890	858193920
3	attention	872593	0
3	moe	1279890	858193920
4	attention	1826607	0
4	moe	1279890	858193920
5	attention	1826607	0
5	moe	1279890	858193920
6	attention	1826607	0
6	moe	1279890	858193920
7	attention	872593	0
7	moe	1279890	858193920
8	attention	1826607	0
8	moe	1279890	858193920
9	attention	1826607	0
9	moe	1279890	858193920
10	attention	1826607	0
10	moe	1279890	858193920
11	attention	872593	0
11	moe	1279890	858193920
12	attention	1826607	0
12	moe	1279890	858193920
13	attention	1826607	0
13	moe	1279890	858193920
14	attention	1826607	0
14	moe	1279890	858193920
15	attention	872593	0
15	moe	1279890	858193920
16	attention	1826607	0
16	moe	1279890	858193920
17	attention	1826607	0
17	moe	1279890	858193920
18	attention	1826607	0
18	moe	1279890	858193920
19	attention	872593	0
19	moe	1279890	858193920
20	attention	1826607	0
20	moe	1279890	858193920
21	attention	1826607	0
21	moe	1279890	858193920
22	attention	1826607	0
22	moe	1279890	858193920
23	attention	872593	0
23	moe	1279890	858193920
24	attention	1826607	0
24	moe	1279890	858193920
25	attention	1826607	0
25	moe	1279890	858193920
26	attention	1826607	0
26	moe	1279890	858193920
27	attention	872593	0
27	moe	1279890	858193920
28	attention	1826607	0
28	moe	1279890	858193920
29	attention	1826607	0
29	moe	1279890	858193920
30	attention	1826607	0
30	moe	1279890	858193920
31	attention	872593	0
31	moe	1279890	858193920
32	attention	1826607	0
32	moe	1279890	858193920
33	attention	1826607	0
33	moe	1279890	858193920
34	attention	1826607	0
34	moe	1279890	858193920
35	attention	872593	0
35	moe	1279890	858193920
36	attention	1826607	0
36	moe	1279890	858193920
37	attention	1826607	0
37	moe	1279890	858193920
38	attention	1826607	0
38	moe	1279890	858193920
39	attention	872593	0
39	moe	1279890	858193920
40	attention	1826607	0
40	moe	1279890	858193920
41	attention	1826607	0
41	moe	1279890	858193920
42	attention	1826607	0
42	moe	1279890	858193920
43	attention	872593	0
43	moe	1279890	858193920
44	attention	1826607	0
44	moe	1279890	858193920
45	attention	1826607	0
45	moe	1279890	858193920
46	attention	1826607	0
46	moe	1279890	858193920
47	attention	872593	0
47	moe	1279890	858193920
