layer_id	layer_name	comp_time	comm_size
0	attention	492485	0
0	moe	445102	222494720
1	attention	492485	0
1	moe	445102	222494720
2	attention	492485	0
2	moe	445102	222494720
3	attention	260702	0
3	moe	445102	222494720
4	attention	492485	0
4	moe	445102	222494720
5	attention	492485	0
5	moe	445102	222494720
6	attention	492485	0
6	moe	445102	222494720
7	attention	260702	0
7	moe	445102	222494720
8	attention	492485	0
8	moe	445102	222494720
9	attention	492485	0
9	moe	445102	222494720
10	attention	492485	0
10	moe	445102	222494720
11	attention	260702	0
11	moe	445102	222494720
12	attention	492485	0
12	moe	445102	222494720
13	attention	492485	0
13	moe	445102	222494720
14	attention	492485	0
14	moe	445102	222494720
15	attention	260702	0
15	moe	445102	222494720
16	attention	492485	0
16	moe	445102	222494720
17	attention	492485	0
17	moe	445102	222494720
18	attention	492485	0
18	moe	445102	222494720
19	attention	260702	0
19	moe	445102	222494720
20	attention	492485	0
20	moe	445102	222494720
21	attention	492485	0
21	moe	445102	222494720
22	attention	492485	0
22	moe	445102	222494720
23	attention	260702	0
23	moe	445102	222494720
24	attention	492485	0
24	moe	445102	222494720
25	attention	492485	0
25	moe	445102	222494720
26	attention	492485	0
26	moe	445102	222494720
27	attention	260702	0
27	moe	445102	222494720
28	attention	492485	0
28	moe	445102	222494720
29	attention	492485	0
29	moe	445102	222494720
30	attention	492485	0
30	moe	445102	222494720
31	attention	260702	0
31	moe	445102	222494720
32	attention	492485	0
32	moe	445102	222494720
33	attention	492485	0
33	moe	445102	222494720
34	attention	492485	0
34	moe	445102	222494720
35	attention	260702	0
35	moe	445102	222494720
36	attention	492485	0
36	moe	445102	222494720
37	attention	492485	0
37	moe	445102	222494720
38	attention	492485	0
38	moe	445102	222494720
39	attention	260702	0
39	moe	445102	222494720
40	attention	492485	0
40	moe	445102	222494720
41	attention	492485	0
41	moe	445102	222494720
42	attention	492485	0
42	moe	445102	222494720
43	attention	260702	0
43	moe	445102	222494720
44	attention	492485	0
44	moe	445102	222494720
45	attention	492485	0
45	moe	445102	222494720
46	attention	492485	0
46	moe	445102	222494720
47	attention	260702	0
47	moe	445102	222494720
