time_stats.emb.min,time_stats.emb.max,time_stats.emb.mean,time_stats.emb.median,time_stats.emb.std,time_stats.input_layernorm.min,time_stats.input_layernorm.max,time_stats.input_layernorm.mean,time_stats.input_layernorm.median,time_stats.input_layernorm.std,time_stats.attn_pre_proj.min,time_stats.attn_pre_proj.max,time_stats.attn_pre_proj.mean,time_stats.attn_pre_proj.median,time_stats.attn_pre_proj.std,time_stats.attn_rope.min,time_stats.attn_rope.max,time_stats.attn_rope.mean,time_stats.attn_rope.median,time_stats.attn_rope.std,time_stats.attn_post_proj.min,time_stats.attn_post_proj.max,time_stats.attn_post_proj.mean,time_stats.attn_post_proj.median,time_stats.attn_post_proj.std,time_stats.post_attention_layernorm.min,time_stats.post_attention_layernorm.max,time_stats.post_attention_layernorm.mean,time_stats.post_attention_layernorm.median,time_stats.post_attention_layernorm.std,time_stats.mlp_up_proj.min,time_stats.mlp_up_proj.max,time_stats.mlp_up_proj.mean,time_stats.mlp_up_proj.median,time_stats.mlp_up_proj.std,time_stats.mlp_act.min,time_stats.mlp_act.max,time_stats.mlp_act.mean,time_stats.mlp_act.median,time_stats.mlp_act.std,time_stats.mlp_down_proj.min,time_stats.mlp_down_proj.max,time_stats.mlp_down_proj.mean,time_stats.mlp_down_proj.median,time_stats.mlp_down_proj.std,time_stats.add.min,time_stats.add.max,time_stats.add.mean,time_stats.add.median,time_stats.add.std,n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,use_gated_mlp,num_tokens,num_tensor_parallel_workers
0.097,0.10200000000000001,0.10047619047619047,0.101,0.0015922146187905242,0.055,0.059000000000000004,0.057199999999999994,0.057,0.0008124038404635967,0.487,0.502,0.49395,0.494,0.002692118125194363,0.069,0.07100000000000001,0.07020000000000001,0.07,0.0006000000000000005,0.17400000000000002,0.185,0.17975000000000002,0.18,0.002467285958295061,0.056,0.059000000000000004,0.057600000000000005,0.058,0.0007348469228349541,0.876,0.887,0.8814,0.881,0.002709243436828816,0.117,0.12,0.11835000000000002,0.11800000000000001,0.0007262919523166965,0.41400000000000003,0.463,0.44160000000000005,0.4415,0.009057593499379402,0.024,0.025,0.024500000000000004,0.0245,0.0005000000000000004,32,32,4096,11008,32768,True,3488,1
0.1,0.10300000000000001,0.1013809523809524,0.10200000000000001,0.0008438116736509221,0.057,0.059000000000000004,0.05800000000000001,0.058,0.00044721359549995833,0.47600000000000003,0.48,0.47725000000000006,0.47700000000000004,0.0011346805717910161,0.07,0.07200000000000001,0.07100000000000001,0.07100000000000001,0.0005477225575051667,0.179,0.184,0.18100000000000002,0.18,0.0014142135623730963,0.057,0.058,0.05770000000000001,0.058,0.0004582575694955844,0.861,0.867,0.8633,0.863,0.0016763054614240224,0.117,0.11900000000000001,0.118,0.11800000000000001,0.0003162277660168382,0.445,0.455,0.4483,0.447,0.0031160872901765794,0.024,0.025,0.024200000000000006,0.024,0.0004000000000000003,32,32,4096,11008,32768,True,3456,1
0.093,0.105,0.09757142857142859,0.095,0.003645890427152568,0.052000000000000005,0.058,0.05395000000000001,0.053,0.0018020821290940102,0.46900000000000003,0.498,0.47590000000000005,0.47100000000000003,0.00864233764672497,0.068,0.07200000000000001,0.06985,0.069,0.0011521718621802922,0.171,0.189,0.17740000000000003,0.17300000000000001,0.006382789358893172,0.052000000000000005,0.058,0.05415000000000001,0.053,0.0018513508581573625,0.852,0.893,0.8631499999999999,0.858,0.00961912158151669,0.113,0.11800000000000001,0.1147,0.113,0.002100000000000002,0.41000000000000003,0.47800000000000004,0.4344,0.41450000000000004,0.026889403117213287,0.024,0.025,0.024200000000000006,0.024,0.0004000000000000003,32,32,4096,11008,32768,True,3424,1
0.093,0.105,0.09771428571428571,0.095,0.004802210375420464,0.052000000000000005,0.058,0.054100000000000016,0.053,0.0022338307903688667,0.466,0.505,0.47905000000000014,0.46900000000000003,0.014455016430291581,0.068,0.07200000000000001,0.06990000000000002,0.069,0.001374772708486753,0.171,0.196,0.17945000000000003,0.17300000000000001,0.009074552330556032,0.052000000000000005,0.058,0.05440000000000002,0.053,0.0023958297101421876,0.85,0.905,0.8685500000000002,0.856,0.018688164703897506,0.112,0.11800000000000001,0.11415,0.112,0.0024140215409146648,0.40900000000000003,0.486,0.44105000000000005,0.41500000000000004,0.032422947120827855,0.023,0.025,0.023900000000000005,0.024,0.0004358898943540677,32,32,4096,11008,32768,True,3392,1
0.095,0.101,0.09880952380952382,0.099,0.0017076591501943926,0.053,0.056,0.05500000000000001,0.055,0.001095445115010333,0.47100000000000003,0.486,0.4814,0.483,0.004352011029397772,0.068,0.07100000000000001,0.0698,0.07,0.0006782329983125274,0.177,0.187,0.18395,0.185,0.003308700651313143,0.053,0.056,0.05535000000000001,0.056,0.0008529361054615998,0.856,0.871,0.8667999999999999,0.868,0.0036276714294434143,0.113,0.115,0.11455000000000001,0.115,0.0007399324293474378,0.431,0.466,0.45815,0.463,0.010905388576295675,0.023,0.024,0.023200000000000005,0.023,0.0004000000000000003,32,32,4096,11008,32768,True,3360,1
0.095,0.11,0.09809523809523812,0.098,0.002809927331796558,0.053,0.06,0.05485000000000001,0.055,0.0013143439428094914,0.454,0.531,0.4605,0.457,0.016212649382503778,0.068,0.074,0.0688,0.069,0.0012884098726725108,0.157,0.188,0.16120000000000004,0.16,0.006225752966509352,0.054,0.061,0.055349999999999996,0.055,0.0013518505834595772,0.89,0.915,0.8943999999999999,0.894,0.005033885179461291,0.113,0.121,0.11455000000000001,0.114,0.0018834808201837357,0.436,0.535,0.45554999999999995,0.448,0.025245742215272662,0.023,0.024,0.023300000000000005,0.023,0.0004582575694955844,32,32,4096,11008,32768,True,3328,1
0.09,0.098,0.09300000000000003,0.092,0.0028619008002508063,0.052000000000000005,0.055,0.0528,0.052000000000000005,0.0012884098726725106,0.447,0.463,0.45215000000000005,0.449,0.005858967485828886,0.066,0.069,0.06755,0.067,0.0010712142642814284,0.152,0.164,0.1564,0.154,0.004597825573029064,0.052000000000000005,0.056,0.053250000000000006,0.053,0.0014448183276799876,0.805,0.8240000000000001,0.8124,0.8095000000000001,0.006272160712226694,0.11,0.113,0.11125,0.111,0.001219631091765048,0.41100000000000003,0.463,0.42695,0.41300000000000003,0.021673659128075253,0.022,0.024,0.023100000000000002,0.023,0.0004358898943540678,32,32,4096,11008,32768,True,3296,1
0.09,0.101,0.09352380952380952,0.092,0.003417309546287461,0.051000000000000004,0.056,0.05315000000000001,0.052000000000000005,0.001710993863226866,0.447,0.47400000000000003,0.4541500000000001,0.448,0.009931137900563065,0.066,0.069,0.06705,0.067,0.0010712142642814286,0.152,0.167,0.15649999999999997,0.153,0.005714017850864666,0.052000000000000005,0.057,0.053200000000000004,0.052000000000000005,0.001720465053408524,0.805,0.841,0.8143499999999999,0.808,0.012055185606202811,0.109,0.113,0.1106,0.11,0.0015297058540778368,0.41200000000000003,0.47100000000000003,0.43290000000000006,0.4175,0.023244139046219813,0.022,0.024,0.022500000000000003,0.022,0.0005916079783099621,32,32,4096,11008,32768,True,3264,1
0.093,0.097,0.09580952380952382,0.096,0.0011388819755334674,0.053,0.055,0.0539,0.054,0.0004358898943540677,0.451,0.458,0.4562000000000001,0.457,0.001964688270438852,0.066,0.067,0.06675,0.067,0.0004330127018922198,0.158,0.163,0.161,0.161,0.0014142135623730963,0.054,0.055,0.0543,0.054,0.0004582575694955844,0.808,0.8180000000000001,0.8148500000000002,0.8150000000000001,0.0023722352328552935,0.11,0.111,0.1105,0.1105,0.0005000000000000004,0.438,0.458,0.45335000000000003,0.455,0.00558815712019625,0.022,0.023,0.022350000000000002,0.022,0.0004769696007084732,32,32,4096,11008,32768,True,3232,1
0.091,0.097,0.09585714285714288,0.096,0.001582214069127254,0.053,0.055,0.05425,0.054,0.0006224949798994371,0.435,0.447,0.44400000000000006,0.4445,0.0030331501776206227,0.066,0.068,0.06705000000000001,0.067,0.0005894913061275804,0.156,0.166,0.16294999999999998,0.1635,0.0024387496796514415,0.053,0.055,0.0546,0.055,0.0006633249580710807,0.795,0.809,0.8065,0.807,0.002906888370749729,0.108,0.111,0.11040000000000001,0.1105,0.0007348469228349541,0.435,0.466,0.46209999999999996,0.463,0.006355312738174264,0.022,0.023,0.022200000000000004,0.022,0.0004000000000000003,32,32,4096,11008,32768,True,3200,1
0.08700000000000001,0.095,0.09204761904761904,0.093,0.0027684651149997397,0.048,0.051000000000000004,0.05010000000000001,0.0505,0.0010908712114635723,0.429,0.443,0.43705,0.438,0.004477443466979794,0.063,0.066,0.06489999999999999,0.065,0.0007681145747868615,0.152,0.163,0.15869999999999998,0.16,0.0035651086939951808,0.049,0.053,0.05095000000000001,0.051000000000000004,0.0012439855304624734,0.789,0.807,0.79935,0.8005,0.004942418436352799,0.105,0.108,0.10710000000000001,0.107,0.0009433981132056614,0.417,0.463,0.4471,0.452,0.014838800490605717,0.022,0.023,0.022050000000000004,0.022,0.00021794494717703388,32,32,4096,11008,32768,True,3168,1
0.08700000000000001,0.095,0.09285714285714286,0.094,0.002899683304312064,0.048,0.052000000000000005,0.050550000000000005,0.051000000000000004,0.0012031209415515976,0.428,0.445,0.4394,0.441,0.005730619512757766,0.063,0.066,0.06459999999999999,0.065,0.0008000000000000007,0.151,0.164,0.16029999999999997,0.162,0.004495553358597809,0.049,0.052000000000000005,0.05120000000000001,0.052000000000000005,0.0011661903789690613,0.789,0.807,0.8017,0.804,0.004940647730814255,0.10400000000000001,0.108,0.10660000000000003,0.107,0.0011135528725660004,0.41500000000000004,0.465,0.4544,0.4605,0.016638509548634453,0.021,0.023,0.021650000000000003,0.022,0.0005722761571129788,32,32,4096,11008,32768,True,3136,1
0.089,0.092,0.09085714285714286,0.091,0.0009404008408634056,0.049,0.051000000000000004,0.04995000000000001,0.05,0.00038405728739343076,0.432,0.436,0.43395,0.434,0.0012835497652993449,0.063,0.064,0.0637,0.064,0.0004582575694955844,0.156,0.159,0.15784999999999996,0.158,0.0009630680142129121,0.049,0.051000000000000004,0.05020000000000001,0.05,0.0005099019513592789,0.792,0.8,0.79595,0.796,0.0019358460682605955,0.10400000000000001,0.106,0.10505,0.105,0.00038405728739342886,0.438,0.45,0.44645,0.446,0.0028718460961548783,0.021,0.022,0.021150000000000002,0.021,0.0003570714214271416,32,32,4096,11008,32768,True,3104,1
