layer_id	layer_name	comp_time	comm_size
0	attention	1563960	0
0	moe	1113202	731054080
1	attention	1563960	0
1	moe	1113202	731054080
2	attention	1563960	0
2	moe	1113202	731054080
3	attention	747396	0
3	moe	1113202	731054080
4	attention	1563960	0
4	moe	1113202	731054080
5	attention	1563960	0
5	moe	1113202	731054080
6	attention	1563960	0
6	moe	1113202	731054080
7	attention	747396	0
7	moe	1113202	731054080
8	attention	1563960	0
8	moe	1113202	731054080
9	attention	1563960	0
9	moe	1113202	731054080
10	attention	1563960	0
10	moe	1113202	731054080
11	attention	747396	0
11	moe	1113202	731054080
12	attention	1563960	0
12	moe	1113202	731054080
13	attention	1563960	0
13	moe	1113202	731054080
14	attention	1563960	0
14	moe	1113202	731054080
15	attention	747396	0
15	moe	1113202	731054080
16	attention	1563960	0
16	moe	1113202	731054080
17	attention	1563960	0
17	moe	1113202	731054080
18	attention	1563960	0
18	moe	1113202	731054080
19	attention	747396	0
19	moe	1113202	731054080
20	attention	1563960	0
20	moe	1113202	731054080
21	attention	1563960	0
21	moe	1113202	731054080
22	attention	1563960	0
22	moe	1113202	731054080
23	attention	747396	0
23	moe	1113202	731054080
24	attention	1563960	0
24	moe	1113202	731054080
25	attention	1563960	0
25	moe	1113202	731054080
26	attention	1563960	0
26	moe	1113202	731054080
27	attention	747396	0
27	moe	1113202	731054080
28	attention	1563960	0
28	moe	1113202	731054080
29	attention	1563960	0
29	moe	1113202	731054080
30	attention	1563960	0
30	moe	1113202	731054080
31	attention	747396	0
31	moe	1113202	731054080
32	attention	1563960	0
32	moe	1113202	731054080
33	attention	1563960	0
33	moe	1113202	731054080
34	attention	1563960	0
34	moe	1113202	731054080
35	attention	747396	0
35	moe	1113202	731054080
36	attention	1563960	0
36	moe	1113202	731054080
37	attention	1563960	0
37	moe	1113202	731054080
38	attention	1563960	0
38	moe	1113202	731054080
39	attention	747396	0
39	moe	1113202	731054080
40	attention	1563960	0
40	moe	1113202	731054080
41	attention	1563960	0
41	moe	1113202	731054080
42	attention	1563960	0
42	moe	1113202	731054080
43	attention	747396	0
43	moe	1113202	731054080
44	attention	1563960	0
44	moe	1113202	731054080
45	attention	1563960	0
45	moe	1113202	731054080
46	attention	1563960	0
46	moe	1113202	731054080
47	attention	747396	0
47	moe	1113202	731054080
