layer_id	layer_name	comp_time	comm_size
0	attention	361335	0
0	moe	299864	158924800
1	attention	361335	0
1	moe	299864	158924800
2	attention	361335	0
2	moe	299864	158924800
3	attention	196790	0
3	moe	299864	158924800
4	attention	361335	0
4	moe	299864	158924800
5	attention	361335	0
5	moe	299864	158924800
6	attention	361335	0
6	moe	299864	158924800
7	attention	196790	0
7	moe	299864	158924800
8	attention	361335	0
8	moe	299864	158924800
9	attention	361335	0
9	moe	299864	158924800
10	attention	361335	0
10	moe	299864	158924800
11	attention	196790	0
11	moe	299864	158924800
12	attention	361335	0
12	moe	299864	158924800
13	attention	361335	0
13	moe	299864	158924800
14	attention	361335	0
14	moe	299864	158924800
15	attention	196790	0
15	moe	299864	158924800
16	attention	361335	0
16	moe	299864	158924800
17	attention	361335	0
17	moe	299864	158924800
18	attention	361335	0
18	moe	299864	158924800
19	attention	196790	0
19	moe	299864	158924800
20	attention	361335	0
20	moe	299864	158924800
21	attention	361335	0
21	moe	299864	158924800
22	attention	361335	0
22	moe	299864	158924800
23	attention	196790	0
23	moe	299864	158924800
24	attention	361335	0
24	moe	299864	158924800
25	attention	361335	0
25	moe	299864	158924800
26	attention	361335	0
26	moe	299864	158924800
27	attention	196790	0
27	moe	299864	158924800
28	attention	361335	0
28	moe	299864	158924800
29	attention	361335	0
29	moe	299864	158924800
30	attention	361335	0
30	moe	299864	158924800
31	attention	196790	0
31	moe	299864	158924800
32	attention	361335	0
32	moe	299864	158924800
33	attention	361335	0
33	moe	299864	158924800
34	attention	361335	0
34	moe	299864	158924800
35	attention	196790	0
35	moe	299864	158924800
36	attention	361335	0
36	moe	299864	158924800
37	attention	361335	0
37	moe	299864	158924800
38	attention	361335	0
38	moe	299864	158924800
39	attention	196790	0
39	moe	299864	158924800
40	attention	361335	0
40	moe	299864	158924800
41	attention	361335	0
41	moe	299864	158924800
42	attention	361335	0
42	moe	299864	158924800
43	attention	196790	0
43	moe	299864	158924800
44	attention	361335	0
44	moe	299864	158924800
45	attention	361335	0
45	moe	299864	158924800
46	attention	361335	0
46	moe	299864	158924800
47	attention	196790	0
47	moe	299864	158924800
