layer_id	layer_name	comp_time	comm_size
0	attention	758254	0
0	moe	555837	349634560
1	attention	758254	0
1	moe	555837	349634560
2	attention	758254	0
2	moe	555837	349634560
3	attention	375810	0
3	moe	555837	349634560
4	attention	758254	0
4	moe	555837	349634560
5	attention	758254	0
5	moe	555837	349634560
6	attention	758254	0
6	moe	555837	349634560
7	attention	375810	0
7	moe	555837	349634560
8	attention	758254	0
8	moe	555837	349634560
9	attention	758254	0
9	moe	555837	349634560
10	attention	758254	0
10	moe	555837	349634560
11	attention	375810	0
11	moe	555837	349634560
12	attention	758254	0
12	moe	555837	349634560
13	attention	758254	0
13	moe	555837	349634560
14	attention	758254	0
14	moe	555837	349634560
15	attention	375810	0
15	moe	555837	349634560
16	attention	758254	0
16	moe	555837	349634560
17	attention	758254	0
17	moe	555837	349634560
18	attention	758254	0
18	moe	555837	349634560
19	attention	375810	0
19	moe	555837	349634560
20	attention	758254	0
20	moe	555837	349634560
21	attention	758254	0
21	moe	555837	349634560
22	attention	758254	0
22	moe	555837	349634560
23	attention	375810	0
23	moe	555837	349634560
24	attention	758254	0
24	moe	555837	349634560
25	attention	758254	0
25	moe	555837	349634560
26	attention	758254	0
26	moe	555837	349634560
27	attention	375810	0
27	moe	555837	349634560
28	attention	758254	0
28	moe	555837	349634560
29	attention	758254	0
29	moe	555837	349634560
30	attention	758254	0
30	moe	555837	349634560
31	attention	375810	0
31	moe	555837	349634560
32	attention	758254	0
32	moe	555837	349634560
33	attention	758254	0
33	moe	555837	349634560
34	attention	758254	0
34	moe	555837	349634560
35	attention	375810	0
35	moe	555837	349634560
36	attention	758254	0
36	moe	555837	349634560
37	attention	758254	0
37	moe	555837	349634560
38	attention	758254	0
38	moe	555837	349634560
39	attention	375810	0
39	moe	555837	349634560
40	attention	758254	0
40	moe	555837	349634560
41	attention	758254	0
41	moe	555837	349634560
42	attention	758254	0
42	moe	555837	349634560
43	attention	375810	0
43	moe	555837	349634560
44	attention	758254	0
44	moe	555837	349634560
45	attention	758254	0
45	moe	555837	349634560
46	attention	758254	0
46	moe	555837	349634560
47	attention	375810	0
47	moe	555837	349634560
