layer_id	layer_name	comp_time	comm_size
0	attention	55869	0
0	moe	130604	15892480
1	attention	55869	0
1	moe	130604	15892480
2	attention	55869	0
2	moe	130604	15892480
3	attention	47610	0
3	moe	130604	15892480
4	attention	55869	0
4	moe	130604	15892480
5	attention	55869	0
5	moe	130604	15892480
6	attention	55869	0
6	moe	130604	15892480
7	attention	47610	0
7	moe	130604	15892480
8	attention	55869	0
8	moe	130604	15892480
9	attention	55869	0
9	moe	130604	15892480
10	attention	55869	0
10	moe	130604	15892480
11	attention	47610	0
11	moe	130604	15892480
12	attention	55869	0
12	moe	130604	15892480
13	attention	55869	0
13	moe	130604	15892480
14	attention	55869	0
14	moe	130604	15892480
15	attention	47610	0
15	moe	130604	15892480
16	attention	55869	0
16	moe	130604	15892480
17	attention	55869	0
17	moe	130604	15892480
18	attention	55869	0
18	moe	130604	15892480
19	attention	47610	0
19	moe	130604	15892480
20	attention	55869	0
20	moe	130604	15892480
21	attention	55869	0
21	moe	130604	15892480
22	attention	55869	0
22	moe	130604	15892480
23	attention	47610	0
23	moe	130604	15892480
24	attention	55869	0
24	moe	130604	15892480
25	attention	55869	0
25	moe	130604	15892480
26	attention	55869	0
26	moe	130604	15892480
27	attention	47610	0
27	moe	130604	15892480
28	attention	55869	0
28	moe	130604	15892480
29	attention	55869	0
29	moe	130604	15892480
30	attention	55869	0
30	moe	130604	15892480
31	attention	47610	0
31	moe	130604	15892480
32	attention	55869	0
32	moe	130604	15892480
33	attention	55869	0
33	moe	130604	15892480
34	attention	55869	0
34	moe	130604	15892480
35	attention	47610	0
35	moe	130604	15892480
36	attention	55869	0
36	moe	130604	15892480
37	attention	55869	0
37	moe	130604	15892480
38	attention	55869	0
38	moe	130604	15892480
39	attention	47610	0
39	moe	130604	15892480
40	attention	55869	0
40	moe	130604	15892480
41	attention	55869	0
41	moe	130604	15892480
42	attention	55869	0
42	moe	130604	15892480
43	attention	47610	0
43	moe	130604	15892480
44	attention	55869	0
44	moe	130604	15892480
45	attention	55869	0
45	moe	130604	15892480
46	attention	55869	0
46	moe	130604	15892480
47	attention	47610	0
47	moe	130604	15892480
