,cdf,batch_execution_time
0,0.0,0.008454959463702113
1,0.01,0.008454959463702113
2,0.02,0.008454959463702113
3,0.03,0.008454959463702113
4,0.04,0.008454959463702113
5,0.05,0.008454959463702113
6,0.06,0.008454959463702113
7,0.07,0.008454959463702113
8,0.08,0.008454959463702113
9,0.09,0.008454959463702113
10,0.1,0.008454959463702113
11,0.11,0.008454959463702113
12,0.12,0.008454959463702113
13,0.13,0.008454959463702113
14,0.14,0.008454959463702113
15,0.15,0.008454959463702113
16,0.16,0.008454959463702113
17,0.17,0.008454959463702113
18,0.18,0.008454959463702113
19,0.19,0.008454959463702113
20,0.2,0.008454959463702113
21,0.21,0.008454959463702113
22,0.22,0.008454959463702113
23,0.23,0.008454959463702113
24,0.24,0.008454959463702113
25,0.25,0.008454959463702113
26,0.26,0.008454959463702113
27,0.27,0.008454959463702113
28,0.28,0.008454959463702113
29,0.29,0.008454959463702113
30,0.3,0.008454959463702113
31,0.31,0.008454959463702113
32,0.32,0.008454959463702113
33,0.33,0.008454959463702113
34,0.34,0.008454959463702113
35,0.35000000000000003,0.008454959463702113
36,0.36,0.008454959463702113
37,0.37,0.008454959463702113
38,0.38,0.008454959463702113
39,0.39,0.008454959463702113
40,0.4,0.008454959463702113
41,0.41000000000000003,0.008454959463702113
42,0.42,0.008454959463702113
43,0.43,0.008454959463702113
44,0.44,0.008454959463702113
45,0.45,0.008454959463702113
46,0.46,0.008454959463702113
47,0.47000000000000003,0.008454959463702113
48,0.48,0.008454959463702113
49,0.49,0.008454959463702113
50,0.5,0.008454959463702113
51,0.51,0.008454959463702113
52,0.52,0.008454959463702113
53,0.53,0.008454959463702113
54,0.54,0.008454959463702113
55,0.55,0.008454959463702113
56,0.56,0.008454959463702113
57,0.5700000000000001,0.008454959463702113
58,0.58,0.008454959463702113
59,0.59,0.008454959463702113
60,0.6,0.008454959463702113
61,0.61,0.008454959463702113
62,0.62,0.008454959463702113
63,0.63,0.008454959463702113
64,0.64,0.008454959463702113
65,0.65,0.008454959463702113
66,0.66,0.008454959463702113
67,0.67,0.008454959463702113
68,0.68,0.008454959463702113
69,0.6900000000000001,0.008454959463702113
70,0.7000000000000001,0.008454959463702113
71,0.71,0.008454959463702113
72,0.72,0.008454959463702113
73,0.73,0.008454959463702113
74,0.74,0.008454959463702113
75,0.75,0.008454959463702113
76,0.76,0.008454959463702113
77,0.77,0.008454959463702113
78,0.78,0.008454959463702113
79,0.79,0.008454959463702113
80,0.8,0.008454959463702113
81,0.81,0.008454959463702113
82,0.8200000000000001,0.008454959463702113
83,0.8300000000000001,0.008454959463702113
84,0.84,0.008454959463702113
85,0.85,0.008454959463702113
86,0.86,0.008454959463702113
87,0.87,0.008454959463702113
88,0.88,0.008454959463702113
89,0.89,0.008454959463702113
90,0.9,0.008454959463702113
91,0.91,0.008454959463702113
92,0.92,0.008454959463702113
93,0.93,0.008454959463702113
94,0.9400000000000001,0.008454959463702113
95,0.9500000000000001,0.008454959463702113
96,0.96,0.008454959463702113
97,0.97,0.008454959463702113
98,0.98,0.008454959463702113
99,0.99,0.008454959463702113
100,1.0,0.042129732362595984
