,time_stats.send_recv.min,time_stats.send_recv.max,time_stats.send_recv.mean,time_stats.send_recv.median,time_stats.send_recv.std,rank,num_workers,size,collective,devices_per_node,max_devices_per_node
55,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,452608,send_recv,2,2
56,0.008,0.008,0.008,0.008,0.0,0,2,460800,send_recv,2,2
57,0.008,0.008,0.008,0.008,0.0,0,2,468992,send_recv,2,2
58,0.008,0.008,0.008,0.008,0.0,0,2,477184,send_recv,2,2
59,0.008,0.008,0.008,0.008,0.0,0,2,485376,send_recv,2,2
60,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,493568,send_recv,2,2
61,0.008,0.009000000000000001,0.008666666666666668,0.009000000000000001,0.00047140452079103207,0,2,501760,send_recv,2,2
62,0.008,0.008,0.008,0.008,0.0,0,2,509952,send_recv,2,2
63,0.008,0.009000000000000001,0.008666666666666668,0.009000000000000001,0.00047140452079103207,0,2,518144,send_recv,2,2
64,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,526336,send_recv,2,2
65,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,534528,send_recv,2,2
66,0.008,0.008,0.008,0.008,0.0,0,2,542720,send_recv,2,2
67,0.008,0.009000000000000001,0.008333333333333333,0.008,0.00047140452079103207,0,2,550912,send_recv,2,2
68,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,559104,send_recv,2,2
69,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,567296,send_recv,2,2
70,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,575488,send_recv,2,2
71,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,583680,send_recv,2,2
72,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,591872,send_recv,2,2
73,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,600064,send_recv,2,2
74,0.008,0.008,0.008,0.008,0.0,0,2,608256,send_recv,2,2
75,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,616448,send_recv,2,2
76,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,624640,send_recv,2,2
77,0.008,0.009000000000000001,0.008333333333333333,0.008,0.00047140452079103207,0,2,632832,send_recv,2,2
78,0.008,0.009000000000000001,0.008333333333333333,0.008,0.00047140452079103207,0,2,641024,send_recv,2,2
79,0.008,0.009000000000000001,0.008333333333333333,0.008,0.00047140452079103207,0,2,649216,send_recv,2,2
80,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,657408,send_recv,2,2
81,0.008,0.009000000000000001,0.008333333333333333,0.008,0.00047140452079103207,0,2,665600,send_recv,2,2
82,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,673792,send_recv,2,2
83,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,681984,send_recv,2,2
84,0.008,0.009000000000000001,0.008333333333333333,0.008,0.00047140452079103207,0,2,690176,send_recv,2,2
85,0.008,0.008,0.008,0.008,0.0,0,2,698368,send_recv,2,2
86,0.008,0.008,0.008,0.008,0.0,0,2,706560,send_recv,2,2
87,0.008,0.008,0.008,0.008,0.0,0,2,714752,send_recv,2,2
88,0.008,0.009000000000000001,0.008666666666666668,0.009000000000000001,0.00047140452079103207,0,2,722944,send_recv,2,2
89,0.008,0.008,0.008,0.008,0.0,0,2,731136,send_recv,2,2
90,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,739328,send_recv,2,2
91,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,747520,send_recv,2,2
92,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,755712,send_recv,2,2
93,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,763904,send_recv,2,2
94,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,772096,send_recv,2,2
95,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,780288,send_recv,2,2
96,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,788480,send_recv,2,2
97,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,796672,send_recv,2,2
98,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,804864,send_recv,2,2
99,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,813056,send_recv,2,2
100,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,821248,send_recv,2,2
101,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,829440,send_recv,2,2
102,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,837632,send_recv,2,2
103,0.01,0.01,0.01,0.01,0.0,0,2,845824,send_recv,2,2
104,0.01,0.01,0.01,0.01,0.0,0,2,854016,send_recv,2,2
105,0.01,0.01,0.01,0.01,0.0,0,2,862208,send_recv,2,2
106,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,870400,send_recv,2,2
107,0.009000000000000001,0.01,0.009666666666666669,0.01,0.0004714045207910313,0,2,878592,send_recv,2,2
108,0.009000000000000001,0.01,0.009333333333333334,0.009000000000000001,0.00047140452079103126,0,2,886784,send_recv,2,2
109,0.009000000000000001,0.01,0.009333333333333334,0.009000000000000001,0.00047140452079103126,0,2,894976,send_recv,2,2
110,0.01,0.01,0.01,0.01,0.0,0,2,903168,send_recv,2,2
111,0.01,0.01,0.01,0.01,0.0,0,2,911360,send_recv,2,2
112,0.009000000000000001,0.01,0.009666666666666669,0.01,0.0004714045207910313,0,2,919552,send_recv,2,2
113,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,927744,send_recv,2,2
114,0.009000000000000001,0.01,0.009333333333333334,0.009000000000000001,0.00047140452079103126,0,2,935936,send_recv,2,2
115,0.01,0.01,0.01,0.01,0.0,0,2,944128,send_recv,2,2
116,0.01,0.01,0.01,0.01,0.0,0,2,952320,send_recv,2,2
117,0.01,0.01,0.01,0.01,0.0,0,2,960512,send_recv,2,2
118,0.01,0.01,0.01,0.01,0.0,0,2,968704,send_recv,2,2
119,0.01,0.01,0.01,0.01,0.0,0,2,976896,send_recv,2,2
120,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,985088,send_recv,2,2
121,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,993280,send_recv,2,2
122,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,1001472,send_recv,2,2
123,0.009000000000000001,0.01,0.009333333333333334,0.009000000000000001,0.00047140452079103126,0,2,1009664,send_recv,2,2
124,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,1017856,send_recv,2,2
125,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,1026048,send_recv,2,2
126,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,1034240,send_recv,2,2
127,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,1042432,send_recv,2,2
128,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0,2,1048576,send_recv,2,2
129,0.011,0.011,0.011000000000000001,0.011,1.734723475976807e-18,0,2,1081344,send_recv,2,2
130,0.011,0.011,0.011000000000000001,0.011,1.734723475976807e-18,0,2,1114112,send_recv,2,2
131,0.01,0.01,0.01,0.01,0.0,0,2,1146880,send_recv,2,2
132,0.011,0.011,0.011000000000000001,0.011,1.734723475976807e-18,0,2,1179648,send_recv,2,2
133,0.011,0.011,0.011000000000000001,0.011,1.734723475976807e-18,0,2,1212416,send_recv,2,2
134,0.01,0.01,0.01,0.01,0.0,0,2,1245184,send_recv,2,2
135,0.01,0.011,0.010666666666666666,0.011,0.00047140452079103126,0,2,1277952,send_recv,2,2
136,0.01,0.011,0.010333333333333333,0.01,0.00047140452079103126,0,2,1310720,send_recv,2,2
137,0.01,0.01,0.01,0.01,0.0,0,2,1343488,send_recv,2,2
138,0.011,0.011,0.011000000000000001,0.011,1.734723475976807e-18,0,2,1376256,send_recv,2,2
139,0.011,0.011,0.011000000000000001,0.011,1.734723475976807e-18,0,2,1409024,send_recv,2,2
140,0.011,0.011,0.011000000000000001,0.011,1.734723475976807e-18,0,2,1441792,send_recv,2,2
141,0.011,0.011,0.011000000000000001,0.011,1.734723475976807e-18,0,2,1474560,send_recv,2,2
142,0.011,0.011,0.011000000000000001,0.011,1.734723475976807e-18,0,2,1507328,send_recv,2,2
143,0.012,0.012,0.012000000000000002,0.012,1.734723475976807e-18,0,2,1540096,send_recv,2,2
144,0.012,0.012,0.012000000000000002,0.012,1.734723475976807e-18,0,2,1572864,send_recv,2,2
145,0.012,0.012,0.012000000000000002,0.012,1.734723475976807e-18,0,2,1605632,send_recv,2,2
146,0.012,0.012,0.012000000000000002,0.012,1.734723475976807e-18,0,2,1638400,send_recv,2,2
147,0.012,0.012,0.012000000000000002,0.012,1.734723475976807e-18,0,2,1671168,send_recv,2,2
148,0.012,0.013000000000000001,0.012333333333333335,0.012,0.00047140452079103207,0,2,1703936,send_recv,2,2
149,0.013000000000000001,0.013000000000000001,0.013000000000000003,0.013000000000000001,1.734723475976807e-18,0,2,1736704,send_recv,2,2
150,0.013000000000000001,0.013000000000000001,0.013000000000000003,0.013000000000000001,1.734723475976807e-18,0,2,1769472,send_recv,2,2
151,0.013000000000000001,0.013000000000000001,0.013000000000000003,0.013000000000000001,1.734723475976807e-18,0,2,1802240,send_recv,2,2
152,0.013000000000000001,0.013000000000000001,0.013000000000000003,0.013000000000000001,1.734723475976807e-18,0,2,1835008,send_recv,2,2
153,0.013000000000000001,0.013000000000000001,0.013000000000000003,0.013000000000000001,1.734723475976807e-18,0,2,1867776,send_recv,2,2
154,0.013000000000000001,0.013000000000000001,0.013000000000000003,0.013000000000000001,1.734723475976807e-18,0,2,1900544,send_recv,2,2
155,0.013000000000000001,0.013000000000000001,0.013000000000000003,0.013000000000000001,1.734723475976807e-18,0,2,1933312,send_recv,2,2
156,0.013000000000000001,0.013000000000000001,0.013000000000000003,0.013000000000000001,1.734723475976807e-18,0,2,1966080,send_recv,2,2
157,0.013000000000000001,0.013000000000000001,0.013000000000000003,0.013000000000000001,1.734723475976807e-18,0,2,1998848,send_recv,2,2
158,0.013000000000000001,0.013000000000000001,0.013000000000000003,0.013000000000000001,1.734723475976807e-18,0,2,2031616,send_recv,2,2
159,0.013000000000000001,0.013000000000000001,0.013000000000000003,0.013000000000000001,1.734723475976807e-18,0,2,2064384,send_recv,2,2
160,0.012,0.013000000000000001,0.012666666666666668,0.013000000000000001,0.00047140452079103207,0,2,2097152,send_recv,2,2
161,0.013000000000000001,0.014,0.013666666666666667,0.014,0.00047140452079103126,0,2,2129920,send_recv,2,2
162,0.014,0.014,0.014,0.014,0.0,0,2,2162688,send_recv,2,2
163,0.013000000000000001,0.013000000000000001,0.013000000000000003,0.013000000000000001,1.734723475976807e-18,0,2,2195456,send_recv,2,2
164,0.013000000000000001,0.013000000000000001,0.013000000000000003,0.013000000000000001,1.734723475976807e-18,0,2,2228224,send_recv,2,2
165,0.013000000000000001,0.013000000000000001,0.013000000000000003,0.013000000000000001,1.734723475976807e-18,0,2,2260992,send_recv,2,2
166,0.014,0.014,0.014,0.014,0.0,0,2,2293760,send_recv,2,2
167,0.013000000000000001,0.014,0.013333333333333336,0.013000000000000001,0.00047140452079103126,0,2,2326528,send_recv,2,2
168,0.013000000000000001,0.014,0.013666666666666667,0.014,0.00047140452079103126,0,2,2359296,send_recv,2,2
169,0.014,0.014,0.014,0.014,0.0,0,2,2392064,send_recv,2,2
170,0.015,0.015,0.015,0.015,0.0,0,2,2424832,send_recv,2,2
171,0.015,0.015,0.015,0.015,0.0,0,2,2457600,send_recv,2,2
172,0.015,0.015,0.015,0.015,0.0,0,2,2490368,send_recv,2,2
173,0.015,0.015,0.015,0.015,0.0,0,2,2523136,send_recv,2,2
174,0.015,0.015,0.015,0.015,0.0,0,2,2555904,send_recv,2,2
175,0.015,0.016,0.015333333333333332,0.015,0.00047140452079103207,0,2,2588672,send_recv,2,2
176,0.015,0.015,0.015,0.015,0.0,0,2,2621440,send_recv,2,2
177,0.016,0.016,0.016,0.016,0.0,0,2,2654208,send_recv,2,2
178,0.016,0.016,0.016,0.016,0.0,0,2,2686976,send_recv,2,2
179,0.015,0.016,0.015333333333333332,0.015,0.00047140452079103207,0,2,2719744,send_recv,2,2
180,0.016,0.016,0.016,0.016,0.0,0,2,2752512,send_recv,2,2
181,0.016,0.016,0.016,0.016,0.0,0,2,2785280,send_recv,2,2
182,0.016,0.016,0.016,0.016,0.0,0,2,2818048,send_recv,2,2
183,0.016,0.016,0.016,0.016,0.0,0,2,2850816,send_recv,2,2
184,0.016,0.016,0.016,0.016,0.0,0,2,2883584,send_recv,2,2
185,0.016,0.016,0.016,0.016,0.0,0,2,2916352,send_recv,2,2
186,0.016,0.016,0.016,0.016,0.0,0,2,2949120,send_recv,2,2
187,0.015,0.015,0.015,0.015,0.0,0,2,2981888,send_recv,2,2
188,0.015,0.015,0.015,0.015,0.0,0,2,3014656,send_recv,2,2
189,0.016,0.016,0.016,0.016,0.0,0,2,3047424,send_recv,2,2
190,0.016,0.016,0.016,0.016,0.0,0,2,3080192,send_recv,2,2
191,0.016,0.016,0.016,0.016,0.0,0,2,3112960,send_recv,2,2
192,0.016,0.016,0.016,0.016,0.0,0,2,3145728,send_recv,2,2
193,0.017,0.017,0.017,0.017,0.0,0,2,3178496,send_recv,2,2
194,0.017,0.018000000000000002,0.017333333333333336,0.017,0.00047140452079103207,0,2,3211264,send_recv,2,2
195,0.017,0.018000000000000002,0.017333333333333336,0.017,0.00047140452079103207,0,2,3244032,send_recv,2,2
196,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0,2,3276800,send_recv,2,2
197,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0,2,3309568,send_recv,2,2
198,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0,2,3342336,send_recv,2,2
199,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0,2,3375104,send_recv,2,2
200,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0,2,3407872,send_recv,2,2
201,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0,2,3440640,send_recv,2,2
202,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0,2,3473408,send_recv,2,2
203,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0,2,3506176,send_recv,2,2
204,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0,2,3538944,send_recv,2,2
205,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0,2,3571712,send_recv,2,2
206,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0,2,3604480,send_recv,2,2
207,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0,2,3637248,send_recv,2,2
208,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0,2,3670016,send_recv,2,2
209,0.018000000000000002,0.019,0.018333333333333337,0.018000000000000002,0.00047140452079103045,0,2,3702784,send_recv,2,2
210,0.018000000000000002,0.019,0.018666666666666668,0.019,0.00047140452079103045,0,2,3735552,send_recv,2,2
211,0.019,0.019,0.019,0.019,0.0,0,2,3768320,send_recv,2,2
212,0.019,0.019,0.019,0.019,0.0,0,2,3801088,send_recv,2,2
213,0.019,0.019,0.019,0.019,0.0,0,2,3833856,send_recv,2,2
214,0.019,0.019,0.019,0.019,0.0,0,2,3866624,send_recv,2,2
215,0.019,0.019,0.019,0.019,0.0,0,2,3899392,send_recv,2,2
216,0.019,0.019,0.019,0.019,0.0,0,2,3932160,send_recv,2,2
217,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0,2,3964928,send_recv,2,2
218,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0,2,3997696,send_recv,2,2
219,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0,2,4030464,send_recv,2,2
220,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0,2,4063232,send_recv,2,2
221,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0,2,4096000,send_recv,2,2
222,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0,2,4128768,send_recv,2,2
223,0.018000000000000002,0.019,0.018666666666666668,0.019,0.00047140452079103045,0,2,4161536,send_recv,2,2
224,0.018000000000000002,0.019,0.018333333333333337,0.018000000000000002,0.00047140452079103045,0,2,4194304,send_recv,2,2
225,0.021,0.021,0.021,0.021,0.0,0,2,4227072,send_recv,2,2
226,0.021,0.021,0.021,0.021,0.0,0,2,4259840,send_recv,2,2
227,0.021,0.021,0.021,0.021,0.0,0,2,4292608,send_recv,2,2
228,0.021,0.021,0.021,0.021,0.0,0,2,4325376,send_recv,2,2
229,0.021,0.021,0.021,0.021,0.0,0,2,4358144,send_recv,2,2
230,0.021,0.021,0.021,0.021,0.0,0,2,4390912,send_recv,2,2
231,0.021,0.021,0.021,0.021,0.0,0,2,4423680,send_recv,2,2
232,0.021,0.021,0.021,0.021,0.0,0,2,4456448,send_recv,2,2
233,0.021,0.021,0.021,0.021,0.0,0,2,4489216,send_recv,2,2
234,0.021,0.021,0.021,0.021,0.0,0,2,4521984,send_recv,2,2
235,0.021,0.021,0.021,0.021,0.0,0,2,4554752,send_recv,2,2
236,0.021,0.021,0.021,0.021,0.0,0,2,4587520,send_recv,2,2
237,0.021,0.021,0.021,0.021,0.0,0,2,4620288,send_recv,2,2
238,0.021,0.021,0.021,0.021,0.0,0,2,4653056,send_recv,2,2
239,0.021,0.022,0.021333333333333333,0.021,0.0004714045207910305,0,2,4685824,send_recv,2,2
240,0.022,0.022,0.022000000000000002,0.022,3.469446951953614e-18,0,2,4718592,send_recv,2,2
241,0.022,0.022,0.022000000000000002,0.022,3.469446951953614e-18,0,2,4751360,send_recv,2,2
242,0.021,0.022,0.021666666666666667,0.022,0.0004714045207910305,0,2,4784128,send_recv,2,2
243,0.022,0.022,0.022000000000000002,0.022,3.469446951953614e-18,0,2,4816896,send_recv,2,2
244,0.022,0.022,0.022000000000000002,0.022,3.469446951953614e-18,0,2,4849664,send_recv,2,2
245,0.022,0.022,0.022000000000000002,0.022,3.469446951953614e-18,0,2,4882432,send_recv,2,2
246,0.022,0.022,0.022000000000000002,0.022,3.469446951953614e-18,0,2,4915200,send_recv,2,2
247,0.021,0.021,0.021,0.021,0.0,0,2,4947968,send_recv,2,2
248,0.02,0.021,0.020666666666666667,0.021,0.00047140452079103207,0,2,4980736,send_recv,2,2
249,0.021,0.021,0.021,0.021,0.0,0,2,5013504,send_recv,2,2
250,0.021,0.021,0.021,0.021,0.0,0,2,5046272,send_recv,2,2
251,0.021,0.021,0.021,0.021,0.0,0,2,5079040,send_recv,2,2
252,0.021,0.021,0.021,0.021,0.0,0,2,5111808,send_recv,2,2
253,0.021,0.021,0.021,0.021,0.0,0,2,5144576,send_recv,2,2
254,0.021,0.021,0.021,0.021,0.0,0,2,5177344,send_recv,2,2
255,0.021,0.021,0.021,0.021,0.0,0,2,5210112,send_recv,2,2
256,0.021,0.021,0.021,0.021,0.0,0,2,5242880,send_recv,2,2
257,0.024,0.024,0.024000000000000004,0.024,3.469446951953614e-18,0,2,5275648,send_recv,2,2
258,0.024,0.024,0.024000000000000004,0.024,3.469446951953614e-18,0,2,5308416,send_recv,2,2
259,0.024,0.024,0.024000000000000004,0.024,3.469446951953614e-18,0,2,5341184,send_recv,2,2
260,0.024,0.024,0.024000000000000004,0.024,3.469446951953614e-18,0,2,5373952,send_recv,2,2
261,0.024,0.024,0.024000000000000004,0.024,3.469446951953614e-18,0,2,5406720,send_recv,2,2
262,0.024,0.024,0.024000000000000004,0.024,3.469446951953614e-18,0,2,5439488,send_recv,2,2
263,0.024,0.024,0.024000000000000004,0.024,3.469446951953614e-18,0,2,5472256,send_recv,2,2
264,0.024,0.024,0.024000000000000004,0.024,3.469446951953614e-18,0,2,5505024,send_recv,2,2
265,0.024,0.024,0.024000000000000004,0.024,3.469446951953614e-18,0,2,5537792,send_recv,2,2
266,0.024,0.024,0.024000000000000004,0.024,3.469446951953614e-18,0,2,5570560,send_recv,2,2
267,0.024,0.024,0.024000000000000004,0.024,3.469446951953614e-18,0,2,5603328,send_recv,2,2
268,0.024,0.024,0.024000000000000004,0.024,3.469446951953614e-18,0,2,5636096,send_recv,2,2
269,0.024,0.025,0.024333333333333335,0.024,0.00047140452079103207,0,2,5668864,send_recv,2,2
270,0.025,0.025,0.025000000000000005,0.025,3.469446951953614e-18,0,2,5701632,send_recv,2,2
271,0.025,0.025,0.025000000000000005,0.025,3.469446951953614e-18,0,2,5734400,send_recv,2,2
272,0.025,0.025,0.025000000000000005,0.025,3.469446951953614e-18,0,2,5767168,send_recv,2,2
273,0.025,0.025,0.025000000000000005,0.025,3.469446951953614e-18,0,2,5799936,send_recv,2,2
274,0.025,0.025,0.025000000000000005,0.025,3.469446951953614e-18,0,2,5832704,send_recv,2,2
