layer_id	layer_name	comp_time	comm_size
0	attention	4510236	268435456
0	moe	5089736	2034237440
1	attention	4510236	268435456
1	moe	5089736	2034237440
2	attention	4510236	268435456
2	moe	5089736	2034237440
3	attention	2205576	268435456
3	moe	5089736	2034237440
4	attention	4510236	268435456
4	moe	5089736	2034237440
5	attention	4510236	268435456
5	moe	5089736	2034237440
6	attention	4510236	268435456
6	moe	5089736	2034237440
7	attention	2205576	268435456
7	moe	5089736	2034237440
8	attention	4510236	268435456
8	moe	5089736	2034237440
9	attention	4510236	268435456
9	moe	5089736	2034237440
10	attention	4510236	268435456
10	moe	5089736	2034237440
11	attention	2205576	268435456
11	moe	5089736	2034237440
12	attention	4510236	268435456
12	moe	5089736	2034237440
13	attention	4510236	268435456
13	moe	5089736	2034237440
14	attention	4510236	268435456
14	moe	5089736	2034237440
15	attention	2205576	268435456
15	moe	5089736	2034237440
16	attention	4510236	268435456
16	moe	5089736	2034237440
17	attention	4510236	268435456
17	moe	5089736	2034237440
18	attention	4510236	268435456
18	moe	5089736	2034237440
19	attention	2205576	268435456
19	moe	5089736	2034237440
20	attention	4510236	268435456
20	moe	5089736	2034237440
21	attention	4510236	268435456
21	moe	5089736	2034237440
22	attention	4510236	268435456
22	moe	5089736	2034237440
23	attention	2205576	268435456
23	moe	5089736	2034237440
24	attention	4510236	268435456
24	moe	5089736	2034237440
25	attention	4510236	268435456
25	moe	5089736	2034237440
26	attention	4510236	268435456
26	moe	5089736	2034237440
27	attention	2205576	268435456
27	moe	5089736	2034237440
28	attention	4510236	268435456
28	moe	5089736	2034237440
29	attention	4510236	268435456
29	moe	5089736	2034237440
30	attention	4510236	268435456
30	moe	5089736	2034237440
31	attention	2205576	268435456
31	moe	5089736	2034237440
32	attention	4510236	268435456
32	moe	5089736	2034237440
33	attention	4510236	268435456
33	moe	5089736	2034237440
34	attention	4510236	268435456
34	moe	5089736	2034237440
35	attention	2205576	268435456
35	moe	5089736	2034237440
36	attention	4510236	268435456
36	moe	5089736	2034237440
37	attention	4510236	268435456
37	moe	5089736	2034237440
38	attention	4510236	268435456
38	moe	5089736	2034237440
39	attention	2205576	268435456
39	moe	5089736	2034237440
40	attention	4510236	268435456
40	moe	5089736	2034237440
41	attention	4510236	268435456
41	moe	5089736	2034237440
42	attention	4510236	268435456
42	moe	5089736	2034237440
43	attention	2205576	268435456
43	moe	5089736	2034237440
44	attention	4510236	268435456
44	moe	5089736	2034237440
45	attention	4510236	268435456
45	moe	5089736	2034237440
46	attention	4510236	268435456
46	moe	5089736	2034237440
47	attention	2205576	268435456
47	moe	5089736	2034237440
