,cdf,batch_execution_time
0,0.0,0.007176078997845156
1,0.01,0.007176078997845156
2,0.02,0.007176078997845156
3,0.03,0.007176078997845156
4,0.04,0.007176078997845156
5,0.05,0.007176078997845156
6,0.06,0.007176078997845156
7,0.07,0.007176078997845156
8,0.08,0.007176078997845156
9,0.09,0.007176078997845156
10,0.1,0.007176078997845156
11,0.11,0.007176078997845156
12,0.12,0.007176078997845156
13,0.13,0.007176078997845156
14,0.14,0.007176078997845156
15,0.15,0.007176078997845156
16,0.16,0.007176078997845156
17,0.17,0.007176078997845156
18,0.18,0.007176078997845156
19,0.19,0.007176078997845156
20,0.2,0.007176078997845156
21,0.21,0.007176078997845156
22,0.22,0.007176078997845156
23,0.23,0.007176078997845156
24,0.24,0.007176078997845156
25,0.25,0.007176078997845156
26,0.26,0.007176078997845156
27,0.27,0.007176078997845156
28,0.28,0.007176078997845156
29,0.29,0.007176078997845156
30,0.3,0.007176078997845156
31,0.31,0.007176078997845156
32,0.32,0.007176078997845156
33,0.33,0.007176078997845156
34,0.34,0.007176078997845156
35,0.35000000000000003,0.007176078997845156
36,0.36,0.007176078997845156
37,0.37,0.007176078997845156
38,0.38,0.007176078997845156
39,0.39,0.007176078997845156
40,0.4,0.007176078997845156
41,0.41000000000000003,0.007176078997845156
42,0.42,0.007176078997845156
43,0.43,0.007176078997845156
44,0.44,0.007176078997845156
45,0.45,0.007176078997845156
46,0.46,0.007176078997845156
47,0.47000000000000003,0.007176078997845156
48,0.48,0.007176078997845156
49,0.49,0.007176078997845156
50,0.5,0.007176078997845156
51,0.51,0.007176078997845156
52,0.52,0.007176078997845156
53,0.53,0.007176078997845156
54,0.54,0.007190445522365367
55,0.55,0.007190445522365367
56,0.56,0.007190445522365367
57,0.5700000000000001,0.007190445522365367
58,0.58,0.007190445522365367
59,0.59,0.007190445522365367
60,0.6,0.007190445522365367
61,0.61,0.007190445522365367
62,0.62,0.007190445522365367
63,0.63,0.007190445522365367
64,0.64,0.007190445522365367
65,0.65,0.007190445522365367
66,0.66,0.007190445522365367
67,0.67,0.007190445522365367
68,0.68,0.007190445522365367
69,0.6900000000000001,0.007190445522365367
70,0.7000000000000001,0.007190445522365367
71,0.71,0.007190445522365367
72,0.72,0.007190445522365367
73,0.73,0.007190445522365367
74,0.74,0.007190445522365367
75,0.75,0.007190445522365367
76,0.76,0.007190445522365367
77,0.77,0.007190445522365367
78,0.78,0.007190445522365367
79,0.79,0.007190445522365367
80,0.8,0.007190445522365367
81,0.81,0.007190445522365367
82,0.8200000000000001,0.007190445522365367
83,0.8300000000000001,0.007190445522365367
84,0.84,0.007190445522365367
85,0.85,0.007190445522365367
86,0.86,0.007190445522365367
87,0.87,0.007190445522365367
88,0.88,0.007190445522365367
89,0.89,0.007190445522365367
90,0.9,0.007190445522365367
91,0.91,0.007190445522365367
92,0.92,0.007190445522365367
93,0.93,0.007190445522365367
94,0.9400000000000001,0.007190445522365367
95,0.9500000000000001,0.007190445522365367
96,0.96,0.007190445522365367
97,0.97,0.007190445522365367
98,0.98,0.007190445522365367
99,0.99,0.007190445522365367
100,1.0,0.3125468541804428
